Rings,Length,Shell weight,Diameter,Height,Whole weight,Shucked weight,Viscera weight
9,0.6,0.3175,0.475,0.135,1.4405,0.5885,0.191
8,0.6,0.35,0.5,0.155,1.332,0.6235,0.2835
9,0.6,0.288,0.485,0.165,1.1405,0.587,0.2175
10,0.605,0.309,0.475,0.175,1.201,0.5395,0.275
10,0.625,0.33,0.49,0.155,1.33,0.6675,0.259
10,0.63,0.384,0.5,0.185,1.362,0.5785,0.3125
12,0.64,0.471,0.585,0.195,1.647,0.7225,0.331
11,0.64,0.431,0.5,0.18,1.4995,0.593,0.314
12,0.655,0.513,0.545,0.165,1.6225,0.6555,0.299
11,0.66,0.4065,0.525,0.215,1.786,0.6725,0.3615
15,0.66,0.54,0.535,0.2,1.791,0.733,0.318
13,0.675,0.4535,0.555,0.205,1.925,0.713,0.358
13,0.675,0.474,0.55,0.175,1.689,0.694,0.371
9,0.69,0.4395,0.55,0.18,1.659,0.8715,0.2655
14,0.695,0.6095,0.53,0.2,2.0475,0.75,0.4195
10,0.7,0.43,0.525,0.19,1.6015,0.707,0.365
10,0.73,0.435,0.57,0.165,2.0165,1.0685,0.418
4,0.205,0.013,0.15,0.065,0.04,0.02,0.011
4,0.225,0.016,0.17,0.07,0.0565,0.024,0.013
5,0.23,0.02,0.18,0.05,0.064,0.0215,0.0135
4,0.275,0.0255,0.195,0.07,0.0875,0.0345,0.022
5,0.28,0.031,0.21,0.055,0.106,0.0415,0.0265
5,0.28,0.03,0.22,0.08,0.1315,0.066,0.024
6,0.295,0.035,0.22,0.07,0.126,0.0515,0.0275
6,0.31,0.0365,0.225,0.075,0.155,0.065,0.037
7,0.315,0.047,0.235,0.07,0.149,0.058,0.0325
7,0.34,0.07,0.265,0.07,0.185,0.0625,0.0395
6,0.37,0.07,0.29,0.08,0.2545,0.108,0.0565
6,0.38,0.07,0.285,0.085,0.237,0.115,0.0405
7,0.39,0.08,0.295,0.1,0.279,0.1155,0.059
6,0.405,0.088,0.31,0.065,0.3205,0.1575,0.066
7,0.415,0.095,0.325,0.1,0.3335,0.1445,0.0715
7,0.44,0.111,0.335,0.11,0.3885,0.175,0.0835
6,0.44,0.1305,0.345,0.115,0.545,0.269,0.111
6,0.44,0.11,0.325,0.1,0.4165,0.185,0.0865
7,0.44,0.125,0.355,0.12,0.495,0.231,0.11
6,0.45,0.118,0.35,0.125,0.4775,0.2235,0.089
8,0.45,0.1325,0.35,0.12,0.468,0.2005,0.1065
7,0.455,0.1375,0.35,0.12,0.4555,0.1945,0.1045
6,0.46,0.1165,0.35,0.115,0.46,0.2025,0.1115
7,0.46,0.107,0.345,0.12,0.4155,0.198,0.0885
6,0.46,0.111,0.345,0.115,0.4215,0.1895,0.102
7,0.465,0.12,0.355,0.11,0.474,0.23,0.1005
9,0.465,0.1225,0.34,0.105,0.486,0.231,0.1035
7,0.475,0.136,0.385,0.11,0.5735,0.311,0.1025
8,0.475,0.12,0.355,0.105,0.468,0.201,0.1115
8,0.48,0.135,0.37,0.1,0.5135,0.243,0.1015
7,0.5,0.1485,0.375,0.145,0.6215,0.274,0.166
7,0.5,0.1325,0.38,0.11,0.494,0.218,0.09
7,0.505,0.185,0.385,0.12,0.6005,0.239,0.142
9,0.515,0.172,0.395,0.12,0.646,0.285,0.1365
7,0.525,0.202,0.415,0.135,0.7945,0.394,0.189
8,0.525,0.195,0.425,0.125,0.812,0.4035,0.1705
6,0.53,0.1505,0.42,0.17,0.828,0.41,0.208
6,0.53,0.1835,0.41,0.14,0.681,0.3095,0.1415
8,0.53,0.215,0.405,0.15,0.889,0.4055,0.2275
9,0.54,0.213,0.435,0.14,0.7345,0.33,0.1595
8,0.55,0.215,0.425,0.125,0.964,0.5475,0.159
7,0.555,0.24,0.425,0.14,0.963,0.44,0.224
9,0.57,0.2505,0.445,0.15,0.995,0.504,0.185
8,0.57,0.2295,0.435,0.14,0.8585,0.3905,0.196
7,0.575,0.259,0.45,0.155,0.948,0.429,0.206
8,0.58,0.2425,0.445,0.145,0.888,0.41,0.1815
8,0.585,0.2335,0.45,0.16,0.9045,0.405,0.2215
7,0.59,0.263,0.465,0.14,1.046,0.4695,0.263
9,0.595,0.31,0.47,0.155,1.1775,0.542,0.269
9,0.595,0.287,0.465,0.15,1.0765,0.491,0.22
11,0.595,0.289,0.465,0.15,1.0255,0.412,0.2745
8,0.6,0.248,0.46,0.145,0.9325,0.3985,0.2245
8,0.6,0.29,0.46,0.15,1.235,0.6025,0.274
9,0.6,0.29,0.46,0.15,1.247,0.5335,0.2735
8,0.61,0.264,0.48,0.15,1.1495,0.564,0.274
10,0.615,0.315,0.485,0.16,1.1575,0.5005,0.2495
10,0.615,0.355,0.5,0.165,1.327,0.6,0.3015
8,0.615,0.292,0.47,0.155,1.2,0.5085,0.32
9,0.62,0.3225,0.51,0.175,1.2705,0.5415,0.323
10,0.62,0.345,0.485,0.175,1.2155,0.545,0.253
9,0.62,0.3275,0.475,0.16,1.3245,0.6865,0.233
10,0.625,0.3385,0.48,0.17,1.3555,0.671,0.268
9,0.625,0.3185,0.49,0.165,1.127,0.477,0.2365
8,0.625,0.3595,0.49,0.175,1.1075,0.4485,0.2165
11,0.63,0.38,0.495,0.2,1.4255,0.659,0.336
9,0.63,0.2885,0.495,0.145,1.147,0.5455,0.266
8,0.63,0.35,0.48,0.165,1.286,0.604,0.271
11,0.635,0.37,0.495,0.18,1.596,0.617,0.317
11,0.635,0.37,0.495,0.195,1.297,0.556,0.2985
9,0.645,0.3165,0.49,0.16,1.251,0.5355,0.3345
12,0.645,0.3775,0.5,0.175,1.5105,0.6735,0.3755
9,0.65,0.341,0.5,0.185,1.4415,0.741,0.2955
9,0.67,0.391,0.52,0.19,1.6385,0.8115,0.369
13,0.69,0.498,0.545,0.205,1.933,0.7855,0.429
8,0.69,0.4325,0.54,0.185,1.71,0.7725,0.3855
10,0.695,0.4175,0.55,0.155,1.8495,0.767,0.442
12,0.695,0.505,0.525,0.175,1.742,0.696,0.389
13,0.7,0.5165,0.575,0.205,1.7975,0.7295,0.3935
10,0.705,0.624,0.56,0.205,2.381,0.9915,0.5005
12,0.765,0.5335,0.585,0.18,2.398,1.128,0.512
10,0.77,0.584,0.6,0.215,2.1945,1.0515,0.482
4,0.22,0.015,0.16,0.05,0.049,0.0215,0.01
5,0.275,0.0315,0.205,0.07,0.1055,0.495,0.019
5,0.29,0.035,0.21,0.06,0.1045,0.0415,0.022
6,0.33,0.048,0.24,0.075,0.163,0.0745,0.033
6,0.355,0.0715,0.285,0.095,0.2275,0.0955,0.0475
6,0.375,0.075,0.29,0.1,0.219,0.0925,0.038
8,0.415,0.095,0.315,0.1,0.3645,0.1765,0.0795
6,0.425,0.103,0.33,0.115,0.3265,0.1315,0.077
7,0.425,0.094,0.34,0.1,0.3515,0.1625,0.082
7,0.43,0.09,0.32,0.1,0.3465,0.1635,0.08
7,0.44,0.103,0.34,0.1,0.407,0.209,0.0735
7,0.44,0.113,0.335,0.115,0.4215,0.173,0.0765
7,0.46,0.125,0.345,0.11,0.3755,0.1525,0.058
6,0.46,0.1345,0.37,0.12,0.5335,0.2645,0.108
7,0.465,0.1185,0.355,0.105,0.442,0.2085,0.0975
7,0.475,0.123,0.365,0.1,0.1315,0.2025,0.0875
7,0.475,0.1455,0.375,0.115,0.5205,0.233,0.119
8,0.485,0.157,0.375,0.13,0.5535,0.266,0.112
8,0.49,0.13,0.375,0.125,0.5445,0.279,0.115
8,0.49,0.15,0.38,0.11,0.554,0.2935,0.1005
7,0.495,0.136,0.38,0.12,0.512,0.233,0.1205
8,0.5,0.1605,0.39,0.125,0.583,0.294,0.132
9,0.5,0.145,0.38,0.12,0.5765,0.273,0.135
7,0.505,0.178,0.4,0.135,0.723,0.377,0.149
8,0.51,0.167,0.395,0.155,0.5395,0.2465,0.1085
8,0.51,0.1725,0.385,0.15,0.625,0.3095,0.119
9,0.515,0.168,0.4,0.125,0.5925,0.265,0.1175
9,0.52,0.175,0.395,0.135,0.633,0.2985,0.1295
9,0.545,0.201,0.43,0.14,0.832,0.4355,0.17
7,0.545,0.205,0.42,0.145,0.778,0.3745,0.1545
7,0.545,0.17,0.42,0.12,0.7865,0.403,0.185
9,0.545,0.18,0.4,0.14,0.778,0.368,0.215
8,0.55,0.1755,0.42,0.13,0.636,0.294,0.144
8,0.55,0.185,0.44,0.135,0.8435,0.434,0.1995
8,0.555,0.2105,0.425,0.13,0.648,0.2835,0.133
9,0.565,0.213,0.43,0.13,0.784,0.3495,0.1885
9,0.57,0.255,0.45,0.18,0.908,0.4015,0.217
9,0.57,0.25,0.45,0.135,1.02,0.546,0.204
9,0.57,0.2285,0.43,0.16,0.811,0.3875,0.159
8,0.575,0.248,0.48,0.15,0.897,0.4235,0.1905
8,0.58,0.225,0.455,0.13,0.852,0.41,0.1725
7,0.585,0.225,0.45,0.15,0.938,0.467,0.203
8,0.585,0.2245,0.435,0.14,0.6955,0.3085,0.129
8,0.59,0.249,0.47,0.15,0.861,0.413,0.164
9,0.59,0.26,0.46,0.14,1.004,0.496,0.2165
8,0.59,0.2565,0.46,0.16,1.0115,0.445,0.2615
8,0.595,0.265,0.465,0.15,1.1005,0.5415,0.166
9,0.595,0.3345,0.47,0.165,1.108,0.4915,0.2325
9,0.595,0.227,0.46,0.14,0.852,0.4215,0.2255
10,0.6,0.491,0.49,0.21,1.9875,1.005,0.419
10,0.605,0.293,0.48,0.15,1.079,0.4505,0.2835
9,0.615,0.2345,0.475,0.17,1.055,0.543,0.246
7,0.615,0.2505,0.45,0.15,1.198,0.707,0.2095
9,0.615,0.246,0.47,0.155,1.084,0.5885,0.209
10,0.615,0.2725,0.475,0.175,1.103,0.4635,0.3095
9,0.62,0.31,0.49,0.155,1.1,0.505,0.2475
10,0.62,0.305,0.48,0.15,1.1015,0.4965,0.243
11,0.625,0.345,0.495,0.185,1.3835,0.7105,0.3005
9,0.625,0.3095,0.49,0.155,1.115,0.484,0.277
10,0.625,0.327,0.48,0.145,1.085,0.4645,0.2445
11,0.63,0.37,0.505,0.15,1.3165,0.6325,0.2465
10,0.63,0.375,0.51,0.175,1.3415,0.6575,0.262
8,0.63,0.176,0.465,0.15,1.027,0.537,0.188
9,0.645,0.335,0.515,0.16,1.1845,0.506,0.311
9,0.645,0.285,0.48,0.15,1.192,0.6055,0.2595
9,0.645,0.317,0.52,0.18,1.285,0.5775,0.352
9,0.65,0.3275,0.515,0.125,1.1805,0.5235,0.283
9,0.65,0.336,0.52,0.175,1.2655,0.615,0.2775
10,0.65,0.344,0.535,0.175,1.2895,0.6095,0.2765
9,0.65,0.335,0.51,0.155,1.407,0.7215,0.298
9,0.65,0.3055,0.49,0.155,1.122,0.545,0.228
10,0.66,0.3755,0.515,0.165,1.4465,0.694,0.298
9,0.665,0.36,0.505,0.165,1.349,0.5985,0.3175
11,0.67,0.351,0.5,0.2,1.269,0.576,0.2985
13,0.67,0.3935,0.51,0.18,1.68,0.926,0.2975
13,0.675,0.412,0.55,0.19,1.551,0.7105,0.3685
11,0.68,0.406,0.52,0.165,1.4775,0.724,0.279
11,0.68,0.4025,0.53,0.18,1.529,0.7635,0.3115
10,0.7,0.47,0.525,0.175,1.7585,0.8745,0.3615
13,0.7,0.4405,0.55,0.2,1.523,0.693,0.306
11,0.725,0.405,0.53,0.19,1.7315,0.83,0.398
9,0.725,0.5085,0.55,0.2,1.51,0.8735,0.4265
11,0.735,0.488,0.57,0.175,1.88,0.9095,0.387
12,0.74,0.471,0.575,0.22,2.012,0.8915,0.5265
11,0.75,0.5285,0.555,0.215,2.201,1.0615,0.5235
3,0.19,0.0105,0.14,0.03,0.0315,0.0125,0.005
4,0.21,0.0105,0.15,0.045,0.04,0.0135,0.008
4,0.25,0.02,0.175,0.06,0.0635,0.0275,0.008
5,0.29,0.031,0.215,0.065,0.0985,0.0425,0.021
6,0.335,0.0575,0.25,0.08,0.167,0.0675,0.0325
6,0.34,0.053,0.245,0.085,0.2015,0.1005,0.038
6,0.345,0.06,0.255,0.095,0.183,0.075,0.0385
7,0.355,0.058,0.255,0.08,0.187,0.078,0.0505
5,0.36,0.06,0.26,0.08,0.1795,0.074,0.0315
7,0.37,0.058,0.275,0.09,0.2065,0.096,0.0395
8,0.375,0.0825,0.29,0.14,0.3,0.14,0.0625
7,0.375,0.066,0.275,0.095,0.2295,0.095,0.0545
7,0.385,0.081,0.3,0.125,0.343,0.1705,0.0735
8,0.385,0.068,0.285,0.085,0.244,0.1215,0.0445
8,0.395,0.09,0.32,0.1,0.3075,0.149,0.0535
7,0.4,0.0865,0.305,0.1,0.3415,0.176,0.0625
7,0.405,0.091,0.305,0.1,0.271,0.0965,0.061
8,0.405,0.0995,0.31,0.11,0.91,0.416,0.2075
7,0.405,0.085,0.305,0.1,0.268,0.1145,0.053
6,0.405,0.0765,0.3,0.09,0.2885,0.138,0.0635
8,0.41,0.1,0.315,0.1,0.3,0.124,0.0575
8,0.41,0.101,0.325,0.11,0.326,0.1325,0.075
7,0.415,0.105,0.335,0.1,0.358,0.169,0.067
8,0.42,0.1,0.325,0.115,0.314,0.1295,0.0635
8,0.42,0.1015,0.315,0.11,0.4025,0.1855,0.083
7,0.43,0.105,0.34,0.11,0.3645,0.159,0.0855
9,0.445,0.14,0.36,0.11,0.4235,0.182,0.0765
8,0.45,0.1155,0.325,0.115,0.4305,0.2235,0.0785
7,0.45,0.1185,0.335,0.095,0.3505,0.1615,0.0625
8,0.455,0.1315,0.34,0.115,0.486,0.261,0.0655
8,0.46,0.123,0.35,0.1,0.471,0.252,0.077
8,0.46,0.11,0.345,0.105,0.415,0.187,0.087
7,0.475,0.1325,0.355,0.115,0.5195,0.279,0.088
11,0.48,0.172,0.375,0.12,0.5895,0.2535,0.128
8,0.485,0.16,0.38,0.125,0.5215,0.2215,0.118
8,0.485,0.2305,0.365,0.14,0.4475,0.1895,0.0925
10,0.49,0.1615,0.365,0.125,0.5585,0.252,0.126
9,0.505,0.21,0.385,0.125,0.596,0.245,0.097
9,0.505,0.165,0.38,0.135,0.5385,0.2645,0.095
8,0.51,0.1805,0.385,0.145,0.7665,0.3985,0.14
9,0.515,0.162,0.395,0.135,0.516,0.2015,0.132
7,0.515,0.2,0.41,0.14,0.7355,0.3065,0.137
8,0.515,0.1615,0.39,0.11,0.531,0.2415,0.098
8,0.525,0.195,0.385,0.13,0.607,0.2355,0.125
10,0.525,0.199,0.415,0.15,0.7055,0.329,0.147
8,0.525,0.2,0.4,0.13,0.6445,0.345,0.1285
9,0.525,0.19,0.375,0.12,0.6315,0.3045,0.114
10,0.535,0.245,0.43,0.155,0.7845,0.3285,0.169
8,0.545,0.275,0.44,0.15,0.9475,0.366,0.239
10,0.55,0.225,0.43,0.145,0.712,0.3025,0.152
10,0.55,0.236,0.425,0.145,0.89,0.4325,0.171
9,0.55,0.205,0.42,0.155,0.912,0.495,0.1805
10,0.55,0.203,0.425,0.135,0.656,0.257,0.17
9,0.55,0.2435,0.465,0.15,0.936,0.481,0.174
11,0.555,0.24,0.435,0.145,0.6975,0.262,0.1575
8,0.555,0.2785,0.445,0.175,1.1465,0.551,0.244
10,0.56,0.245,0.44,0.14,0.825,0.402,0.139
11,0.56,0.251,0.435,0.135,0.72,0.329,0.103
11,0.565,0.29,0.43,0.15,0.8215,0.332,0.1685
10,0.57,0.265,0.445,0.155,1.017,0.5265,0.2025
9,0.575,0.23,0.435,0.155,0.8975,0.4115,0.2325
10,0.58,0.3265,0.44,0.175,1.2255,0.5405,0.2705
11,0.58,0.25,0.465,0.145,0.9865,0.47,0.2155
9,0.58,0.2705,0.425,0.15,0.844,0.3645,0.185
10,0.585,0.295,0.46,0.145,0.8465,0.339,0.167
10,0.585,0.274,0.465,0.165,0.885,0.4025,0.1625
9,0.585,0.22,0.42,0.145,0.6735,0.2895,0.1345
8,0.585,0.225,0.455,0.13,0.8755,0.411,0.2065
9,0.59,0.254,0.47,0.145,0.9235,0.4545,0.173
10,0.59,0.275,0.475,0.14,0.977,0.4625,0.2025
10,0.595,0.278,0.475,0.14,1.0305,0.4925,0.217
8,0.6,0.28,0.48,0.09,1.05,0.457,0.2685
11,0.6,0.367,0.495,0.185,1.1145,0.5055,0.2635
9,0.6,0.24,0.45,0.145,0.877,0.4325,0.155
9,0.6,0.315,0.51,0.185,1.285,0.6095,0.2745
10,0.61,0.29,0.48,0.185,1.3065,0.6895,0.2915
11,0.61,0.272,0.45,0.13,0.8725,0.389,0.1715
10,0.615,0.2745,0.46,0.15,1.0265,0.4935,0.201
9,0.62,0.307,0.465,0.14,1.1605,0.6005,0.2195
10,0.62,0.324,0.48,0.165,1.0125,0.5325,0.4365
10,0.625,0.295,0.5,0.14,1.096,0.5445,0.2165
10,0.625,0.3465,0.49,0.165,1.205,0.5175,0.3105
12,0.63,0.34,0.505,0.175,1.221,0.555,0.252
10,0.63,0.265,0.475,0.155,1.0005,0.452,0.252
12,0.63,0.3115,0.47,0.15,1.1355,0.539,0.2325
10,0.63,0.465,0.525,0.195,1.3135,0.4935,0.2565
11,0.64,0.346,0.505,0.155,1.1955,0.5565,0.211
10,0.64,0.3175,0.485,0.15,1.098,0.5195,0.222
10,0.64,0.285,0.495,0.17,1.139,0.5395,0.282
11,0.64,0.2875,0.495,0.17,1.2265,0.49,0.377
10,0.64,0.175,0.515,0.08,1.042,0.515,0.1755
9,0.65,0.365,0.52,0.155,1.368,0.6185,0.288
12,0.65,0.45,0.51,0.175,1.446,0.6485,0.2705
9,0.66,0.3745,0.505,0.19,1.4045,0.6255,0.3375
11,0.66,0.422,0.525,0.2,1.463,0.6525,0.2995
9,0.675,0.475,0.525,0.17,1.711,0.8365,0.352
13,0.7,0.4865,0.54,0.205,1.74,0.7885,0.373
9,0.705,0.461,0.54,0.205,1.757,0.8265,0.417
11,0.71,0.45,0.565,0.2,1.601,0.706,0.321
10,0.72,0.404,0.55,0.205,2.165,1.1055,0.525
9,0.725,0.52,0.57,0.19,2.3305,1.253,0.541
5,0.24,0.0155,0.17,0.05,0.0545,0.0205,0.016
4,0.255,0.021,0.195,0.055,0.0725,0.0285,0.017
4,0.275,0.026,0.2,0.055,0.0925,0.038,0.021
7,0.32,0.042,0.235,0.09,0.183,0.098,0.0335
6,0.325,0.043,0.24,0.075,0.1525,0.072,0.0645
7,0.33,0.0425,0.225,0.075,0.187,0.0945,0.0395
8,0.36,0.056,0.27,0.09,0.232,0.12,0.0435
5,0.375,0.0585,0.265,0.095,0.196,0.085,0.042
6,0.375,0.0675,0.285,0.09,0.2545,0.119,0.0595
7,0.39,0.077,0.29,0.09,0.2625,0.117,0.054
7,0.45,0.1095,0.335,0.105,0.362,0.1575,0.0795
7,0.455,0.1115,0.35,0.105,0.4445,0.213,0.107
7,0.46,0.123,0.365,0.115,0.511,0.2365,0.118
8,0.495,0.1405,0.375,0.12,0.589,0.3075,0.1215
9,0.5,0.1535,0.365,0.13,0.5945,0.309,0.1085
8,0.5,0.16,0.375,0.12,0.529,0.2235,0.123
9,0.52,0.1985,0.4,0.105,0.872,0.4515,0.1615
7,0.52,0.1895,0.395,0.145,0.77,0.424,0.142
9,0.525,0.1815,0.43,0.135,0.8435,0.4325,0.18
7,0.535,0.189,0.405,0.14,0.818,0.402,0.1715
9,0.54,0.21,0.42,0.14,0.8035,0.38,0.1805
9,0.54,0.2035,0.415,0.15,0.8115,0.3875,0.1875
8,0.57,0.1965,0.425,0.13,0.782,0.3695,0.1745
8,0.57,0.25,0.42,0.14,0.8745,0.416,0.165
9,0.58,0.27,0.445,0.16,0.984,0.49,0.201
8,0.58,0.2325,0.445,0.135,0.95,0.484,0.182
9,0.59,0.2595,0.47,0.155,1.1735,0.6245,0.233
10,0.59,0.2765,0.455,0.15,0.976,0.465,0.2055
9,0.59,0.31,0.485,0.155,1.0785,0.4535,0.2435
9,0.595,0.31,0.435,0.16,1.057,0.4255,0.224
9,0.6,0.285,0.475,0.175,1.11,0.5105,0.256
10,0.6,0.307,0.45,0.16,1.142,0.539,0.225
10,0.605,0.26,0.475,0.19,1.1255,0.59,0.247
10,0.62,0.287,0.48,0.17,1.1045,0.535,0.25
10,0.625,0.337,0.475,0.175,1.3405,0.656,0.283
8,0.625,0.25,0.5,0.13,1.082,0.5785,0.2045
9,0.625,0.3485,0.485,0.16,1.254,0.591,0.259
10,0.63,0.294,0.49,0.165,1.2005,0.575,0.273
10,0.63,0.3,0.485,0.16,1.243,0.623,0.275
12,0.635,0.4105,0.51,0.185,1.286,0.526,0.295
9,0.645,0.299,0.49,0.16,1.1665,0.4935,0.3155
8,0.645,0.319,0.49,0.16,1.144,0.5015,0.289
11,0.65,0.405,0.525,0.19,1.385,0.8875,0.3095
11,0.655,0.385,0.515,0.155,1.309,0.524,0.346
11,0.655,0.331,0.515,0.17,1.527,0.8485,0.2635
11,0.665,0.371,0.515,0.19,1.6385,0.831,0.3575
11,0.695,0.4755,0.54,0.195,1.691,0.768,0.363
11,0.72,0.3875,0.565,0.18,1.719,0.8465,0.407
10,0.72,0.435,0.55,0.18,1.52,0.637,0.325
12,0.72,0.4945,0.565,0.17,1.613,0.723,0.3255
10,0.735,0.5315,0.57,0.21,2.2355,1.1705,0.463
11,0.74,0.505,0.595,0.19,2.3235,1.1495,0.5115
6,0.31,0.038,0.23,0.07,0.1245,0.0505,0.0265
4,0.315,0.0405,0.235,0.075,0.1285,0.051,0.028
5,0.32,0.0495,0.205,0.08,0.181,0.088,0.034
6,0.325,0.0455,0.25,0.075,0.1585,0.075,0.0305
7,0.335,0.056,0.26,0.09,0.1965,0.0875,0.041
5,0.37,0.058,0.28,0.085,0.198,0.0805,0.0455
7,0.37,0.065,0.27,0.09,0.1855,0.07,0.0425
7,0.375,0.072,0.28,0.085,0.2145,0.0855,0.0485
8,0.4,0.088,0.315,0.09,0.3245,0.151,0.073
6,0.41,0.09,0.305,0.095,0.2625,0.1,0.0515
8,0.425,0.115,0.34,0.1,0.371,0.15,0.0865
7,0.435,0.115,0.335,0.095,0.298,0.109,0.058
7,0.445,0.0855,0.31,0.09,0.336,0.1555,0.09
9,0.46,0.16,0.36,0.14,0.447,0.161,0.087
8,0.465,0.131,0.35,0.11,0.4085,0.165,0.102
8,0.47,0.174,0.385,0.13,0.587,0.264,0.117
8,0.475,0.1545,0.375,0.11,0.494,0.211,0.109
8,0.495,0.161,0.375,0.12,0.614,0.2855,0.1365
9,0.5,0.1755,0.39,0.13,0.5075,0.2115,0.104
8,0.5,0.152,0.37,0.12,0.5445,0.249,0.1065
9,0.505,0.2,0.425,0.125,0.6115,0.245,0.1375
8,0.505,0.17,0.4,0.125,0.5605,0.2255,0.1435
8,0.505,0.15,0.365,0.115,0.521,0.25,0.096
9,0.51,0.177,0.4,0.145,0.5775,0.231,0.143
8,0.51,0.204,0.4,0.125,0.5935,0.239,0.13
8,0.52,0.16,0.4,0.11,0.597,0.2935,0.1155
8,0.52,0.255,0.465,0.15,0.9505,0.456,0.199
8,0.53,0.185,0.38,0.125,0.616,0.292,0.113
10,0.53,0.2525,0.405,0.15,0.8315,0.352,0.187
8,0.535,0.24,0.445,0.125,0.8725,0.417,0.199
11,0.54,0.246,0.425,0.13,0.8155,0.3675,0.1365
10,0.54,0.1765,0.415,0.11,0.619,0.2755,0.15
8,0.545,0.2055,0.43,0.13,0.7595,0.358,0.153
10,0.545,0.208,0.43,0.15,0.742,0.3525,0.158
8,0.55,0.244,0.435,0.165,0.804,0.34,0.194
8,0.55,0.21,0.425,0.13,0.664,0.2695,0.163
9,0.55,0.2265,0.435,0.14,0.745,0.347,0.174
8,0.56,0.2175,0.43,0.13,0.728,0.3355,0.1435
9,0.56,0.222,0.435,0.13,0.777,0.354,0.173
8,0.575,0.228,0.425,0.15,0.8765,0.455,0.18
9,0.575,0.246,0.455,0.16,0.9895,0.495,0.195
8,0.575,0.23,0.45,0.165,0.9655,0.498,0.19
8,0.58,0.29,0.465,0.15,0.9065,0.371,0.1965
10,0.58,0.305,0.46,0.15,1.049,0.5205,0.1935
9,0.58,0.248,0.45,0.17,0.9705,0.4615,0.232
9,0.58,0.2895,0.45,0.15,0.92,0.393,0.212
11,0.58,0.287,0.445,0.15,0.9525,0.4315,0.1945
11,0.58,0.195,0.44,0.125,0.7855,0.363,0.1955
9,0.585,0.26,0.45,0.135,0.855,0.3795,0.187
9,0.59,0.345,0.5,0.15,1.142,0.485,0.265
9,0.59,0.238,0.46,0.125,0.755,0.334,0.15
10,0.59,0.259,0.475,0.145,0.9745,0.4675,0.207
10,0.595,0.265,0.47,0.155,1.2015,0.492,0.3865
10,0.595,0.265,0.46,0.17,1.1295,0.57,0.2555
9,0.6,0.253,0.445,0.135,0.9205,0.445,0.2035
10,0.6,0.3135,0.48,0.17,1.056,0.4575,0.2435
10,0.6,0.3605,0.45,0.195,1.34,0.617,0.3255
9,0.6,0.2775,0.45,0.15,0.9625,0.4375,0.2225
11,0.6,0.315,0.465,0.165,1.0475,0.465,0.2345
13,0.605,0.335,0.495,0.17,1.0915,0.4365,0.2715
9,0.605,0.3745,0.49,0.18,1.167,0.457,0.29
10,0.605,0.3,0.48,0.155,0.9995,0.425,0.1985
11,0.61,0.274,0.425,0.155,1.0485,0.507,0.1955
12,0.61,0.398,0.47,0.195,1.2735,0.469,0.3315
11,0.61,0.2915,0.48,0.14,1.0625,0.516,0.225
11,0.61,0.2915,0.49,0.16,1.1545,0.5865,0.2385
11,0.615,0.3165,0.475,0.175,1.194,0.559,0.259
9,0.615,0.29,0.515,0.135,1.1215,0.545,0.2305
10,0.615,0.2615,0.455,0.15,0.9335,0.382,0.247
10,0.615,0.3185,0.495,0.165,1.198,0.5415,0.2865
9,0.62,0.277,0.475,0.15,0.9545,0.455,0.1865
10,0.62,0.3745,0.475,0.195,1.3585,0.5935,0.3365
11,0.625,0.3525,0.495,0.175,1.2075,0.531,0.281
10,0.625,0.3115,0.515,0.165,1.217,0.667,0.2065
11,0.625,0.355,0.5,0.16,1.217,0.5725,0.207
10,0.625,0.28,0.49,0.145,0.92,0.437,0.1735
10,0.625,0.233,0.49,0.12,0.8765,0.456,0.18
10,0.63,0.3885,0.48,0.165,1.2615,0.5505,0.277
9,0.63,0.315,0.53,0.18,1.2795,0.618,0.256
10,0.63,0.34,0.485,0.185,1.167,0.548,0.2485
7,0.63,0.348,0.51,0.17,1.1885,0.4915,0.3065
11,0.635,0.406,0.485,0.19,1.3765,0.634,0.2885
11,0.635,0.367,0.52,0.175,1.292,0.6,0.269
10,0.635,0.355,0.485,0.18,1.1795,0.4785,0.2775
8,0.635,0.352,0.5,0.19,1.29,0.593,0.3045
11,0.635,0.345,0.515,0.16,1.2075,0.5385,0.282
11,0.64,0.363,0.505,0.18,1.297,0.59,0.3125
11,0.64,0.4395,0.575,0.175,1.4585,0.625,0.266
12,0.645,0.293,0.485,0.15,1.151,0.5935,0.2315
11,0.645,0.317,0.52,0.17,1.197,0.526,0.2925
12,0.645,0.445,0.495,0.19,1.539,0.6115,0.408
15,0.65,0.47,0.52,0.195,1.676,0.693,0.44
12,0.65,0.43,0.565,0.2,1.6645,0.753,0.367
11,0.655,0.4535,0.5,0.205,1.528,0.6215,0.3725
12,0.655,0.405,0.515,0.2,1.494,0.7255,0.309
13,0.66,0.394,0.525,0.16,1.277,0.4975,0.319
10,0.66,0.3605,0.525,0.18,1.5965,0.7765,0.397
10,0.665,0.325,0.51,0.175,1.3805,0.675,0.2985
9,0.67,0.386,0.485,0.175,1.2565,0.5355,0.322
12,0.67,0.44,0.525,0.19,1.527,0.5755,0.353
9,0.67,0.387,0.525,0.17,1.4005,0.715,0.3025
9,0.67,0.425,0.525,0.195,1.4405,0.6595,0.2675
10,0.67,0.365,0.54,0.175,1.482,0.739,0.2925
